temperature,Voltage,power_usage,battery_health,uptime,site_type,location_type,energy_efficiency
32.0,242.04,260.0,97.37,11,Rooftop,Rural,100.0
36.6,241.88,462.0,96.16,12,Rooftop,Urban,100.0
33.3,237.52,278.0,98.31,13,Rooftop,Rural,100.0
32.3,242.11,374.0,98.03,14,Rooftop,Urban,100.0
42.1,234.28,276.0,97.11,15,Ground,Rural,100.0
41.6,245.16,220.0,97.59,16,Rooftop,Urban,100.0
32.0,242.94,2314.0,88.14,17,Ground,Urban,79.32
33.3,240.67,308.0,97.21,18,Rooftop,Rural,100.0
33.4,240.09,1710.0,84.42,19,Ground,Urban,86.38
38.7,238.69,3618.0,74.88,20,Rooftop,Urban,56.3
34.7,241.8,586.0,94.34,21,Rooftop,Urban,100.0
29.1,240.55,238.0,98.32,22,Rooftop,Rural,100.0
38.6,242.14,114.0,99.11,23,Rooftop,Urban,100.0
35.3,239.3,202.0,98.63,24,Ground,Urban,100.0
31.2,239.03,1630.0,85.46,1,Rooftop,Urban,88.85
35.6,243.4,1586.0,91.54,2,Rooftop,Rural,92.27
33.4,241.6,1802.0,88.11,3,Rooftop,Rural,88.43
34.8,239.73,1322.0,91.81,4,Ground,Urban,91.0
35.6,239.72,1384.0,90.83,5,Rooftop,Rural,89.31
32.8,242.68,244.0,97.79,6,Ground,Urban,100.0
39.9,243.02,368.0,97.17,7,Ground,Urban,100.0
33.4,240.52,266.0,98.42,8,Ground,Rural,100.0
31.2,241.08,312.0,97.91,9,Rooftop,Rural,100.0
28.9,242.24,1404.0,86.13,10,Rooftop,Urban,89.56
38.3,244.52,1402.0,89.13,11,Ground,Rural,83.29
33.5,246.88,290.0,97.82,12,Rooftop,Urban,100.0
44.5,241.59,1366.0,91.41,13,Rooftop,Rural,84.45
32.7,239.61,1298.0,93.28,14,Rooftop,Urban,88.31
39.9,242.03,282.0,97.75,15,Ground,Urban,100.0
42.0,243.83,216.0,98.19,16,Ground,Rural,100.0
35.8,249.63,402.0,97.35,17,Rooftop,Urban,95.5
27.5,239.43,2720.0,79.17,18,Rooftop,Urban,76.1
38.3,242.74,352.0,97.05,19,Ground,Rural,99.43
42.7,238.26,214.0,98.74,20,Rooftop,Rural,96.49
38.7,241.04,1638.0,86.01,21,Ground,Rural,82.51
49.0,239.95,256.0,97.65,22,Ground,Urban,93.62
40.9,242.03,380.0,97.19,23,Rooftop,Rural,100.0
44.9,239.35,150.0,99.22,24,Rooftop,Rural,99.72
28.7,240.17,490.0,96.5,1,Rooftop,Urban,100.0
35.3,239.1,2578.0,77.35,2,Rooftop,Rural,75.92
32.6,243.26,258.0,98.67,3,Rooftop,Rural,100.0
34.6,237.18,1966.0,81.55,4,Rooftop,Urban,82.22
37.5,241.46,650.0,92.64,5,Rooftop,Urban,100.0
26.1,248.87,688.0,96.83,6,Rooftop,Urban,100.0
34.2,234.28,664.0,93.62,7,Ground,Rural,93.67
45.2,239.07,416.0,97.35,8,Ground,Urban,92.71
25.6,240.73,928.0,95.04,9,Rooftop,Urban,99.77
33.2,242.63,1338.0,87.84,10,Rooftop,Urban,89.99
36.7,240.96,326.0,96.05,11,Rooftop,Urban,100.0
33.4,243.13,622.0,96.38,12,Ground,Rural,97.84
28.8,238.39,1518.0,91.07,13,Rooftop,Urban,90.91
38.5,238.14,1476.0,91.08,14,Ground,Urban,89.67
37.8,243.43,390.0,96.02,15,Ground,Urban,98.36
27.5,241.13,250.0,97.81,16,Ground,Urban,100.0
32.1,240.0,2044.0,88.84,17,Rooftop,Rural,77.8
43.4,243.66,418.0,96.07,18,Ground,Urban,95.55
37.8,238.64,3934.0,60.3,19,Rooftop,Rural,53.5
48.6,239.19,248.0,97.06,20,Ground,Rural,100.0
41.7,246.39,214.0,98.38,21,Ground,Rural,96.04
30.3,237.38,3224.0,67.53,22,Ground,Urban,69.94
29.8,239.92,1300.0,90.05,23,Ground,Urban,94.38
30.9,246.98,222.0,98.87,24,Rooftop,Urban,100.0
38.0,239.44,1302.0,87.98,1,Rooftop,Rural,90.03
40.3,235.46,290.0,97.53,2,Rooftop,Urban,96.05
27.4,240.76,1108.0,90.79,3,Ground,Urban,100.0
40.2,243.48,1400.0,89.1,4,Ground,Rural,84.62
41.8,242.13,1268.0,87.74,5,Rooftop,Rural,83.15
35.1,242.38,394.0,95.43,6,Rooftop,Rural,100.0
35.8,241.7,1902.0,82.29,7,Rooftop,Urban,79.84
32.8,241.5,214.0,98.58,8,Rooftop,Urban,100.0
36.2,237.62,3098.0,68.24,9,Rooftop,Rural,61.68
22.3,237.16,114.0,98.98,10,Ground,Rural,100.0
35.9,241.34,236.0,97.56,11,Rooftop,Rural,100.0
34.1,240.89,1830.0,82.53,12,Rooftop,Urban,80.61
28.3,244.36,1416.0,89.42,13,Rooftop,Rural,90.02
38.3,243.45,498.0,96.84,14,Rooftop,Urban,97.78
38.8,241.9,2732.0,81.89,15,Rooftop,Urban,67.14
31.7,243.03,1224.0,90.23,16,Ground,Rural,89.94
37.7,244.75,252.0,97.66,17,Rooftop,Rural,100.0
25.9,240.42,192.0,98.54,18,Rooftop,Urban,100.0
32.4,247.63,1334.0,90.21,19,Rooftop,Urban,93.3
32.3,240.87,234.0,97.52,20,Rooftop,Urban,100.0
40.6,237.11,958.0,91.99,21,Rooftop,Rural,89.44
32.4,241.76,684.0,95.12,22,Ground,Urban,97.1
34.5,241.23,316.0,97.71,23,Ground,Urban,100.0
27.9,241.18,410.0,97.24,24,Rooftop,Urban,100.0
39.0,240.86,1612.0,88.53,1,Ground,Urban,80.3
46.6,244.66,226.0,98.57,2,Ground,Rural,96.8
36.9,241.11,814.0,94.16,3,Ground,Urban,97.42
32.1,245.4,312.0,97.02,4,Rooftop,Urban,100.0
31.8,249.41,380.0,97.46,5,Rooftop,Rural,100.0
42.1,240.4,1676.0,84.21,6,Ground,Urban,80.92
39.3,241.16,136.0,98.87,7,Ground,Urban,97.85
38.9,246.29,400.0,95.74,8,Ground,Urban,100.0
38.2,242.34,318.0,96.81,9,Rooftop,Rural,100.0
38.1,239.03,896.0,92.15,10,Ground,Urban,91.94
34.4,241.6,1994.0,81.55,11,Ground,Urban,82.27
30.5,246.42,2286.0,78.81,12,Ground,Urban,77.1
27.7,240.32,344.0,96.52,13,Ground,Urban,100.0
30.2,244.26,302.0,97.46,14,Ground,Rural,100.0
33.9,244.65,728.0,92.75,15,Ground,Rural,94.6
22.1,238.59,1668.0,87.09,16,Ground,Urban,88.91
39.9,242.17,328.0,97.3,17,Rooftop,Rural,100.0
27.5,231.78,1482.0,89.84,18,Rooftop,Urban,94.79
37.0,242.67,1328.0,87.84,19,Ground,Urban,86.68
25.4,241.32,256.0,97.4,20,Rooftop,Rural,100.0
35.5,243.15,286.0,97.16,21,Ground,Rural,100.0
40.5,246.21,302.0,97.52,22,Rooftop,Urban,97.97
41.3,240.71,304.0,96.97,23,Ground,Urban,98.3
43.0,249.26,286.0,97.11,24,Ground,Urban,100.0
32.0,248.3,236.0,98.37,1,Ground,Urban,100.0
44.1,238.07,1632.0,84.35,2,Ground,Rural,78.23
35.3,239.73,1218.0,90.69,3,Ground,Rural,93.75
30.5,245.0,280.0,98.28,4,Rooftop,Urban,100.0
41.5,237.01,366.0,96.32,5,Rooftop,Urban,100.0
39.6,240.13,298.0,97.28,6,Ground,Urban,96.78
37.4,236.48,3038.0,81.87,7,Rooftop,Urban,74.4
40.4,239.63,216.0,98.27,8,Rooftop,Urban,96.2
38.4,241.02,1622.0,85.55,9,Ground,Urban,88.31
27.9,242.41,912.0,94.6,10,Ground,Urban,97.64
31.9,239.6,1434.0,86.14,11,Ground,Urban,87.99
47.3,240.08,1956.0,82.81,12,Rooftop,Urban,77.3
32.4,244.51,1380.0,86.97,13,Rooftop,Rural,93.46
34.4,240.05,1652.0,85.77,14,Ground,Urban,80.53
33.1,239.73,1160.0,88.29,15,Ground,Rural,91.32
25.6,235.5,2024.0,78.53,16,Rooftop,Rural,80.53
40.6,236.66,210.0,98.05,17,Rooftop,Rural,96.15
35.8,237.84,1772.0,90.23,18,Rooftop,Rural,82.73
33.7,242.71,244.0,98.04,19,Ground,Urban,100.0
32.9,241.79,902.0,91.8,20,Ground,Urban,94.27
29.4,237.24,4552.0,75.87,21,Ground,Urban,54.53
32.2,246.91,1420.0,86.9,22,Ground,Rural,90.91
44.2,239.12,214.0,97.74,23,Rooftop,Rural,98.19
36.4,242.21,202.0,98.15,24,Rooftop,Rural,100.0
31.2,241.34,1516.0,89.83,1,Ground,Urban,93.83
47.0,240.12,272.0,97.14,2,Rooftop,Urban,94.45
34.6,241.69,256.0,97.8,3,Ground,Rural,100.0
31.2,240.96,252.0,97.49,4,Ground,Urban,100.0
38.2,240.33,324.0,98.08,5,Rooftop,Urban,99.63
38.1,231.11,6888.0,58.56,6,Rooftop,Urban,20.0
36.6,247.06,1486.0,91.49,7,Ground,Urban,82.98
26.4,241.63,452.0,96.86,8,Rooftop,Rural,100.0
34.5,238.97,1258.0,87.8,9,Ground,Rural,93.41
35.0,242.14,474.0,96.88,10,Ground,Urban,100.0
33.4,240.36,4816.0,75.21,11,Ground,Rural,51.36
28.7,243.11,288.0,97.36,12,Ground,Urban,100.0
37.3,242.0,1382.0,90.39,13,Rooftop,Urban,87.72
38.3,237.95,3908.0,79.1,14,Rooftop,Rural,56.95
28.4,238.94,248.0,98.09,15,Ground,Urban,100.0
41.1,243.6,3476.0,64.72,16,Rooftop,Rural,57.01
36.8,242.94,880.0,95.67,17,Ground,Urban,100.0
38.8,243.07,1110.0,89.85,18,Ground,Rural,89.56
27.8,245.04,326.0,96.78,19,Rooftop,Urban,100.0
42.4,247.13,478.0,96.9,20,Rooftop,Rural,99.64
39.7,242.63,1190.0,89.3,21,Ground,Urban,86.66
36.6,246.18,252.0,98.13,22,Rooftop,Urban,100.0
35.4,240.19,254.0,97.41,23,Ground,Rural,100.0
33.5,244.12,334.0,96.85,24,Ground,Urban,100.0
37.5,242.19,1524.0,90.09,1,Ground,Rural,89.65
43.9,232.38,1182.0,88.03,2,Rooftop,Urban,80.06
34.4,244.0,338.0,96.81,3,Ground,Urban,100.0
27.9,241.66,1340.0,88.31,4,Rooftop,Urban,87.45
35.9,242.64,332.0,96.78,5,Ground,Urban,100.0
44.9,241.62,940.0,93.41,6,Rooftop,Rural,87.23
39.0,240.89,290.0,98.28,7,Ground,Rural,97.99
31.2,242.34,244.0,98.21,8,Rooftop,Urban,100.0
43.0,243.82,132.0,99.04,9,Rooftop,Urban,100.0
33.1,243.03,406.0,97.13,10,Rooftop,Rural,100.0
33.0,240.0,280.0,97.44,11,Rooftop,Rural,100.0
38.4,241.63,810.0,93.82,12,Ground,Urban,98.46
41.1,236.46,1682.0,85.21,13,Rooftop,Rural,81.95
38.3,242.13,252.0,98.72,14,Rooftop,Rural,100.0
40.3,241.12,1610.0,85.58,15,Ground,Rural,83.46
39.7,240.53,1320.0,92.99,16,Ground,Rural,85.27
38.1,242.14,250.0,98.13,17,Ground,Rural,98.98
31.7,241.56,3222.0,71.69,18,Ground,Urban,66.11
27.1,240.61,266.0,97.9,19,Rooftop,Rural,100.0
44.0,237.97,154.0,98.69,20,Rooftop,Urban,100.0
32.2,244.95,2334.0,78.82,21,Ground,Urban,75.74
27.6,240.59,1260.0,88.38,22,Ground,Urban,90.6
21.7,238.99,1384.0,87.14,23,Ground,Rural,95.86
39.4,242.03,1500.0,85.99,24,Rooftop,Urban,88.33
43.5,241.73,254.0,97.07,1,Rooftop,Urban,97.3
41.1,248.14,1494.0,92.4,2,Ground,Rural,85.82
28.0,234.72,236.0,98.78,3,Ground,Rural,100.0
38.5,241.35,282.0,97.74,4,Ground,Urban,100.0
29.6,242.72,324.0,98.13,5,Ground,Urban,100.0
31.4,241.4,156.0,98.93,6,Ground,Urban,100.0
29.8,234.77,298.0,98.11,7,Ground,Rural,100.0
38.8,240.78,238.0,97.04,8,Rooftop,Urban,100.0
39.6,236.4,248.0,98.25,9,Ground,Rural,100.0
30.2,240.84,236.0,97.91,10,Ground,Rural,100.0
28.6,241.17,278.0,97.89,11,Rooftop,Rural,100.0
34.8,240.4,2928.0,76.59,12,Ground,Urban,67.98
40.8,240.83,3280.0,67.71,13,Rooftop,Rural,59.42
29.4,242.35,256.0,97.94,14,Ground,Rural,100.0
35.1,242.55,222.0,98.46,15,Rooftop,Rural,100.0
36.2,241.22,320.0,96.64,16,Ground,Rural,100.0
36.3,241.5,258.0,98.03,17,Rooftop,Rural,100.0
24.3,241.13,3776.0,74.49,18,Ground,Rural,69.53
30.3,243.75,150.0,98.8,19,Ground,Urban,100.0
46.4,239.92,250.0,98.31,20,Ground,Urban,99.72
49.9,239.92,154.0,98.76,21,Rooftop,Rural,97.19
30.8,238.99,292.0,97.76,22,Ground,Urban,100.0
27.2,231.36,1228.0,92.96,23,Rooftop,Rural,91.72
37.8,241.09,2442.0,79.53,24,Ground,Rural,73.79
31.3,245.95,312.0,96.78,1,Rooftop,Urban,100.0
37.8,238.05,1106.0,89.65,2,Rooftop,Urban,92.37
33.8,239.9,1462.0,91.53,3,Rooftop,Urban,85.16
34.4,235.33,732.0,93.91,4,Ground,Urban,99.27
37.7,243.4,422.0,95.77,5,Rooftop,Urban,100.0
39.3,245.99,226.0,98.49,6,Ground,Urban,100.0
38.3,244.59,1432.0,86.65,7,Ground,Rural,89.97
34.6,243.83,550.0,95.83,8,Ground,Urban,99.83
40.5,240.9,948.0,91.93,9,Rooftop,Urban,92.74
32.7,242.07,1608.0,91.58,10,Rooftop,Urban,86.64
35.0,239.32,2422.0,82.85,11,Ground,Rural,79.29
33.7,235.14,2554.0,84.61,12,Ground,Urban,77.64
28.0,238.85,1042.0,93.68,13,Ground,Rural,100.0
40.8,241.48,1232.0,91.99,14,Ground,Rural,90.7
30.7,240.27,2009.9999999999998,88.15,15,Rooftop,Urban,84.21
36.1,240.15,1802.0,83.06,16,Ground,Urban,83.68
38.3,239.04,2768.0,80.45,17,Rooftop,Rural,68.71
37.9,244.73,252.0,98.34,18,Ground,Urban,100.0
36.0,244.28,290.0,97.58,19,Rooftop,Urban,100.0
33.7,243.99,1662.0,83.84,20,Rooftop,Rural,85.08
38.5,242.77,1472.0,91.77,21,Ground,Rural,84.96
33.3,238.22,1866.0,90.47,22,Rooftop,Urban,86.41
27.6,240.18,1280.0,90.81,23,Ground,Rural,98.06
31.8,241.57,2320.0,80.53,24,Ground,Rural,71.9
36.3,248.15,264.0,97.64,1,Ground,Urban,100.0
35.3,248.96,1312.0,90.05,2,Ground,Urban,90.2
28.5,243.8,518.0,95.52,3,Rooftop,Urban,100.0
32.8,238.69,1286.0,89.45,4,Ground,Rural,93.72
34.6,238.8,352.0,96.53,5,Ground,Urban,100.0
36.6,239.83,1384.0,89.66,6,Rooftop,Rural,83.33
24.8,245.1,336.0,98.25,7,Ground,Rural,100.0
37.1,235.53,460.0,96.09,8,Rooftop,Urban,99.96
28.6,241.82,360.0,97.9,9,Rooftop,Rural,100.0
31.1,243.6,332.0,97.14,10,Rooftop,Rural,100.0
37.2,244.96,382.0,96.76,11,Ground,Rural,100.0
42.4,240.48,216.0,98.98,12,Ground,Rural,100.0
43.4,242.59,278.0,97.5,13,Ground,Urban,95.5
40.7,245.25,306.0,96.6,14,Ground,Urban,92.02
35.5,239.66,206.0,97.66,15,Rooftop,Urban,100.0
38.8,237.24,2060.0,87.49,16,Ground,Urban,79.67
32.6,238.34,688.0,95.75,17,Ground,Urban,99.22
31.8,240.4,1600.0,86.33,18,Rooftop,Rural,86.78
32.7,243.54,326.0,96.73,19,Rooftop,Urban,100.0
32.4,239.99,2442.0,79.84,20,Ground,Rural,76.46
34.1,238.39,428.0,95.26,21,Rooftop,Urban,100.0
44.1,245.07,400.0,97.15,22,Rooftop,Rural,98.21
42.4,242.37,416.0,95.6,23,Rooftop,Urban,93.73
34.5,234.78,1996.0,83.0,24,Rooftop,Rural,78.74
39.2,240.13,314.0,97.62,1,Ground,Urban,99.55
36.3,243.28,1500.0,85.43,2,Ground,Rural,85.34
37.2,242.59,246.0,98.29,3,Ground,Rural,100.0
36.9,241.41,246.0,98.53,4,Ground,Rural,100.0
35.0,243.93,498.0,94.07,5,Rooftop,Rural,94.92
40.4,244.43,324.0,97.43,6,Ground,Urban,99.73
31.5,244.89,392.0,97.48,7,Ground,Rural,100.0
29.8,241.48,284.0,98.42,8,Ground,Rural,100.0
36.1,237.1,398.0,96.92,9,Rooftop,Urban,99.74
33.2,238.22,1392.0,85.53,10,Rooftop,Rural,90.69
36.8,242.72,308.0,98.49,11,Rooftop,Rural,100.0
35.9,241.02,292.0,97.36,12,Rooftop,Urban,100.0
37.3,243.47,672.0,94.93,13,Ground,Rural,98.77
29.4,243.42,290.0,97.3,14,Ground,Rural,100.0
42.3,242.25,256.0,97.62,15,Ground,Rural,99.48
37.6,243.3,238.0,98.15,16,Ground,Rural,97.95
25.8,240.55,1330.0,88.75,17,Rooftop,Urban,97.2
35.8,241.48,216.0,98.07,18,Rooftop,Rural,100.0
42.8,239.55,334.0,97.33,19,Ground,Rural,99.81
36.6,242.17,224.0,98.67,20,Ground,Rural,100.0
37.0,237.01,1376.0,85.86,21,Rooftop,Rural,86.64
38.3,240.92,226.0,98.42,22,Rooftop,Rural,100.0
30.6,243.98,290.0,97.44,23,Rooftop,Urban,100.0
42.5,236.72,4011.9999999999995,74.25,24,Rooftop,Urban,52.16
27.6,243.58,224.0,98.24,1,Ground,Urban,100.0
35.2,241.82,224.0,98.45,2,Rooftop,Rural,100.0
36.9,240.11,1330.0,89.68,3,Ground,Urban,93.84
28.3,242.82,120.0,99.03,4,Rooftop,Urban,100.0
32.2,242.92,430.0,96.06,5,Rooftop,Urban,100.0
36.7,244.3,1412.0,92.87,6,Rooftop,Rural,86.41
32.7,240.4,1782.0,90.72,7,Rooftop,Urban,87.23
33.1,243.07,312.0,97.98,8,Rooftop,Rural,100.0
34.1,242.71,868.0,94.67,9,Ground,Urban,99.05
46.3,241.14,548.0,96.52,10,Ground,Urban,93.64
28.2,244.26,1090.0,93.02,11,Rooftop,Rural,98.95
34.2,242.35,1520.0,89.18,12,Rooftop,Urban,89.74
29.1,239.57,396.0,97.27,13,Ground,Rural,100.0
35.3,239.85,1860.0,90.23,14,Ground,Urban,87.82
38.6,241.23,426.0,96.7,15,Rooftop,Urban,99.29
42.3,235.09,290.0,97.95,16,Ground,Rural,97.62
27.1,239.9,1628.0,83.13,17,Ground,Rural,85.68
26.3,242.72,2398.0,83.05,18,Ground,Rural,78.13
33.5,240.21,1480.0,88.91,19,Rooftop,Rural,91.12
35.8,236.21,1308.0,92.36,20,Ground,Urban,94.2
29.5,232.29,3728.0,64.6,21,Rooftop,Urban,60.07
29.4,238.57,1694.0,86.6,22,Ground,Rural,88.08
39.1,241.26,610.0,95.36,23,Rooftop,Rural,97.21
23.7,237.09,2430.0,85.45,24,Rooftop,Urban,82.89
32.6,240.86,1688.0,87.64,1,Ground,Urban,87.74
22.1,238.45,2020.0,88.84,2,Rooftop,Urban,88.16
39.1,241.85,398.0,97.16,3,Rooftop,Rural,100.0
40.1,239.71,410.0,97.7,4,Ground,Rural,100.0
31.0,238.81,318.0,97.83,5,Ground,Urban,100.0
36.9,243.71,322.0,97.28,6,Ground,Rural,100.0
28.7,245.94,340.0,98.25,7,Rooftop,Urban,100.0
40.1,242.95,218.0,98.56,8,Rooftop,Urban,100.0
31.3,240.25,1030.0,89.76,9,Rooftop,Urban,97.28
39.6,241.17,1068.0,90.04,10,Rooftop,Urban,81.26
33.9,242.48,1338.0,90.33,11,Ground,Urban,90.98
34.5,244.09,234.0,98.45,12,Rooftop,Urban,100.0
31.4,247.06,1754.0,88.51,13,Rooftop,Urban,89.56
47.7,240.33,1354.0,89.98,14,Rooftop,Rural,78.65
45.4,240.05,1850.0,90.83,15,Ground,Urban,84.78
41.2,241.43,1422.0,91.61,16,Rooftop,Urban,79.94
31.2,242.42,1550.0,89.94,17,Rooftop,Urban,90.96
42.0,243.21,744.0,91.13,18,Ground,Rural,96.23
32.1,241.98,436.0,97.09,19,Ground,Urban,100.0
32.5,235.53,2600.0,83.33,20,Ground,Urban,76.37
36.8,241.87,144.0,98.76,21,Ground,Rural,100.0
31.3,241.66,788.0,93.89,22,Rooftop,Rural,96.15
36.2,238.3,1416.0,90.53,23,Rooftop,Rural,89.87
38.4,243.98,1422.0,87.01,24,Rooftop,Urban,83.13
29.3,240.44,1890.0,81.52,1,Rooftop,Rural,84.1
35.7,242.77,1260.0,93.11,2,Rooftop,Rural,88.8
34.4,242.23,296.0,97.3,3,Ground,Rural,100.0
40.7,242.01,1412.0,92.57,4,Ground,Urban,81.19
28.7,238.9,3158.0,79.64,5,Ground,Urban,74.33
41.3,243.03,274.0,98.53,6,Ground,Urban,100.0
44.1,239.84,1028.0,92.67,7,Rooftop,Urban,83.4
34.8,240.77,512.0,96.87,8,Rooftop,Rural,98.87
32.0,235.8,3454.0,82.38,9,Ground,Urban,72.07
39.6,234.7,3478.0,77.12,10,Ground,Urban,57.57
39.9,239.22,254.0,98.06,11,Rooftop,Rural,100.0
29.7,235.82,316.0,97.37,12,Ground,Rural,100.0
31.2,239.0,1636.0,83.91,13,Ground,Rural,85.14
33.4,236.36,4075.9999999999995,73.05,14,Ground,Urban,58.25
36.7,231.16,378.0,96.39,15,Ground,Rural,100.0
39.9,239.36,2582.0,80.19,16,Rooftop,Urban,65.64
28.6,239.39,1528.0,85.23,17,Ground,Rural,86.94
44.8,241.96,1526.0,91.27,18,Rooftop,Urban,78.28
27.0,240.66,344.0,97.0,19,Ground,Rural,100.0
44.0,237.26,3578.0,71.14,20,Rooftop,Urban,55.46
38.6,241.64,384.0,97.2,21,Rooftop,Urban,100.0
34.8,240.74,272.0,98.55,22,Ground,Rural,100.0
32.7,243.56,430.0,95.08,23,Ground,Urban,100.0
34.6,247.88,356.0,97.04,24,Rooftop,Urban,98.47
39.2,239.88,1408.0,90.54,1,Ground,Rural,85.68
38.2,242.06,292.0,98.28,2,Ground,Rural,94.04
34.8,243.66,952.0,95.14,3,Ground,Urban,94.17
39.3,237.66,336.0,96.33,4,Rooftop,Urban,99.31
39.4,236.38,3310.0,73.45,5,Rooftop,Urban,61.23
32.7,234.4,1230.0,93.49,6,Ground,Rural,88.66
40.0,240.87,1566.0,90.94,7,Ground,Rural,82.94
33.3,244.31,326.0,97.07,8,Rooftop,Rural,100.0
35.3,239.12,2080.0,88.63,9,Ground,Urban,80.38
29.9,240.59,286.0,97.72,10,Rooftop,Urban,100.0
30.4,241.55,284.0,97.41,11,Rooftop,Urban,100.0
32.3,235.98,1482.0,85.0,12,Ground,Rural,90.43
35.9,239.45,2222.0,83.18,13,Rooftop,Rural,76.14
35.4,241.45,688.0,94.57,14,Rooftop,Rural,97.07
25.9,239.55,458.0,97.56,15,Rooftop,Rural,100.0
28.9,238.84,374.0,97.82,16,Ground,Urban,99.83
32.3,236.13,1140.0,88.53,17,Rooftop,Rural,96.47
32.0,239.94,308.0,98.02,18,Rooftop,Urban,100.0
39.0,240.01,1596.0,87.84,19,Rooftop,Urban,85.41
32.5,241.72,252.0,97.67,20,Ground,Rural,100.0
38.2,244.72,250.0,98.35,21,Ground,Urban,100.0
27.7,238.01,742.0,95.73,22,Rooftop,Rural,100.0
35.4,242.71,472.0,95.6,23,Ground,Rural,96.72
33.4,240.66,1660.0,89.11,24,Ground,Rural,87.95
36.1,238.04,1474.0,91.2,1,Ground,Urban,83.76
27.6,242.41,636.0,94.21,2,Rooftop,Urban,100.0
38.1,247.45,1448.0,89.4,3,Ground,Urban,84.88
39.4,241.12,1424.0,90.2,4,Rooftop,Rural,88.27
41.9,240.72,1028.0,91.08,5,Ground,Urban,95.97
33.4,247.4,524.0,95.73,6,Rooftop,Rural,100.0
33.2,240.3,272.0,98.06,7,Ground,Rural,100.0
31.6,240.55,80.0,99.54,8,Ground,Urban,100.0
38.8,236.11,102.0,99.36,9,Rooftop,Rural,100.0
37.1,243.18,412.0,95.59,10,Rooftop,Urban,98.48
41.0,248.01,332.0,97.44,11,Rooftop,Urban,99.21
35.2,243.5,330.0,96.66,12,Ground,Rural,98.4
33.1,241.96,1950.0,88.24,13,Rooftop,Rural,85.4
35.3,238.86,1382.0,90.97,14,Ground,Rural,96.41
36.3,246.83,482.0,94.62,15,Ground,Rural,100.0
40.1,245.71,226.0,98.04,16,Rooftop,Rural,96.5
44.8,240.85,1594.0,87.97,17,Ground,Rural,80.22
30.0,238.67,1788.0,85.52,18,Rooftop,Rural,85.98
34.0,237.05,1922.0,89.39,19,Ground,Rural,87.47
27.3,243.64,344.0,97.11,20,Ground,Rural,100.0
34.0,242.38,1132.0,93.8,21,Ground,Rural,90.58
30.1,243.0,1546.0,87.82,22,Rooftop,Urban,91.62
29.6,238.03,3912.0,80.03,23,Rooftop,Rural,66.15
29.1,242.43,344.0,98.12,24,Rooftop,Urban,100.0
32.8,243.3,2005.9999999999998,87.64,1,Rooftop,Urban,84.67
40.4,235.69,214.0,98.52,2,Ground,Rural,100.0
34.5,240.53,1538.0,86.77,3,Rooftop,Rural,89.85
40.1,238.69,256.0,97.58,4,Rooftop,Urban,98.27
43.9,234.0,2692.0,77.47,5,Ground,Urban,61.88
22.9,243.86,226.0,98.4,6,Ground,Rural,100.0
31.6,241.27,262.0,98.17,7,Ground,Rural,100.0
32.3,246.76,466.0,95.79,8,Ground,Urban,100.0
36.9,241.28,1720.0,89.15,9,Rooftop,Urban,88.55
34.8,236.38,2616.0,84.24,10,Ground,Rural,75.35
36.8,238.41,2502.0,85.1,11,Ground,Rural,70.98
31.5,243.78,432.0,96.98,12,Rooftop,Rural,100.0
31.6,240.49,1480.0,86.2,13,Rooftop,Rural,90.22
35.8,240.18,1332.0,86.92,14,Rooftop,Urban,83.62
30.6,236.99,372.0,97.52,15,Ground,Rural,100.0
35.4,241.25,3066.0,69.31,16,Rooftop,Rural,65.78
37.0,243.29,968.0,94.62,17,Rooftop,Urban,90.55
36.9,239.21,210.0,98.79,18,Ground,Urban,100.0
36.3,240.17,1852.0,88.78,19,Ground,Rural,83.07
39.4,240.97,412.0,96.03,20,Rooftop,Urban,99.58
35.8,239.6,2594.0,82.43,21,Ground,Rural,73.55
28.6,243.23,256.0,97.97,22,Rooftop,Urban,100.0
37.9,238.91,1234.0,88.38,23,Ground,Urban,89.87
37.4,232.21,1552.0,87.84,24,Ground,Urban,84.45
42.7,243.67,444.0,96.68,1,Rooftop,Rural,100.0
35.5,240.49,310.0,97.7,2,Ground,Rural,100.0
34.0,244.44,1412.0,88.34,3,Ground,Urban,91.18
38.9,246.5,326.0,97.07,4,Ground,Urban,98.78
31.4,233.27,806.0,93.13,5,Ground,Rural,95.0
40.7,232.58,388.0,97.15,6,Rooftop,Urban,98.09
40.8,241.45,568.0,94.92,7,Rooftop,Urban,98.26
45.6,234.44,1662.0,83.78,8,Rooftop,Urban,75.53
39.9,238.78,2166.0,76.55,9,Rooftop,Rural,75.55
35.7,240.93,300.0,97.28,10,Rooftop,Urban,100.0
39.8,242.28,396.0,95.63,11,Ground,Urban,96.82
44.2,236.47,196.0,98.6,12,Rooftop,Rural,100.0
36.5,241.69,236.0,98.23,13,Rooftop,Rural,100.0
39.7,240.82,1410.0,86.5,14,Rooftop,Rural,87.54
36.2,239.26,1396.0,91.09,15,Rooftop,Urban,88.21
32.8,238.68,1696.0,91.16,16,Rooftop,Rural,87.18
33.7,240.63,862.0,94.37,17,Ground,Urban,98.33
22.8,241.38,1430.0,85.67,18,Ground,Urban,95.48
29.0,240.87,1200.0,91.54,19,Ground,Rural,91.24
35.5,237.66,3978.0,62.62,20,Rooftop,Rural,50.66
42.4,238.56,2892.0,70.69,21,Ground,Rural,64.55
